url,main_category
anneoluncaanladim.com,Not_working
annerice.com,Books_and_Literature
annetteblair.com,Business_and_Industry
annexation.ca,Internet_and_Telecom
annies.com,Health
anniversairedemariage.com,Shopping
annlawrence.com,Books_and_Literature
annmariegianni.com,Beauty_and_Fitness
annomille.net,Games
annuaire-maison-retraite.org,Not_working
annuaire-retraite.com,Not_working
annuairedupoker.fr,Not_working
annuairesante.com,Health
ano-theme.jp,Not_working
anobii.com,Not_working
anonforge.com,Not_working
anonim.pro,Internet_and_Telecom
anontop.com,Adult
anony.ws,Internet_and_Telecom
anonymous-redirect.com,Not_working
anonymous.com.bh,Not_working
anonysurfer.com,Computer_and_Electronics
another71.com,Career_and_Education
anotherfriend.com,People_and_Society
anothermag.com,Not_working
ans.org,Science
ansaldo.it,Not_working
ansar.ru,People_and_Society
anser.ne.jp,Not_working
anses.gob.ar,Not_working
ansichtskartenversand.com,Shopping
ansto.gov.au,Law_and_Government
answerfinancial.com,Finance
answers.acrobatusers.com,Not_working
answers.authpad.com,Not_working
answers.bol.com,Not_working
answers.clarisonic.com,Autos_and_Vehicles
answers.dimelo.com,Not_working
answers.dlink.com,Not_working
answers.footlocker.com,Autos_and_Vehicles
answers.generac.com,Not_working
answers.google.com,Internet_and_Telecom
answers.hotshot.com,Business_and_Industry
answers.kohls.com,Not_working
answers.llnl.gov,Not_working
answers.macys.com,Not_working
answers.medchrome.com,Internet_and_Telecom
answers.mmgn.com,Not_working
answers.navitor.com,Not_working
answers.nrma.com.au,Not_working
answers.nuggetry.com,Not_working
answers.qvc.com,Not_working
answers.sensorysoftware.com,Not_working
answers.softonic.cn,Computer_and_Electronics
answers.softonic.com.br,Computer_and_Electronics
answers.softonic.it,Not_working
answers.softonic.jp,Computer_and_Electronics
answers.softonic.pl,Computer_and_Electronics
answers.sqlperformance.com,Not_working
answers.suretybonds.com,Not_working
answers.suunto.com,Not_working
answers.tassimodirect.com,Not_working
answers.ten-navi.com,Not_working
answers.toshiba.com,Not_working
answers.travian.cc,Not_working
answers.travian.com.au,Games
answers.travian.com.eg,Games
answers.travian.com.tr,Games
answers.travian.com.vn,Not_working
answers.travian.in,Not_working
answers.trine.edu,Not_working
answers.tutorvista.com,Not_working
answers.unity3d.com,Not_working
answers.wickes.co.uk,Not_working
answersbd.com,Internet_and_Telecom
answersingenesis.org,People_and_Society
antaira.com,Computer_and_Electronics
antarctica.ac.uk,Not_working
anthonyburgess.org,Career_and_Education
anthonyspizzaandpasta.com,Food_and_Drink
anthrocon.org,Games
anthropologie.com,Not_working
anti-literatur.de,Books_and_Literature
anti-virus-download.com,Computer_and_Electronics
anticruelty.org,Pets_and_Animals
antiek-anresto.be,Not_working
antiek-encyclopedie.nl,Reference
antiekendesignsimons.nl,Arts_and_Entertainment
antieksite.nl,Recreation_and_Hobbies
antiekvalentijn.com,Shopping
antifa.cz,News_and_Media
antigonishreview.com,Books_and_Literature
antik-stafl.cz,Books_and_Literature
antik-starozitnosti.sk,Not_working
antikhaliyikama34.com,Business_and_Industry
antikhirdeto.hu,Shopping
antikkapi.com.tr,Business_and_Industry
antikorak.hu,Recreation_and_Hobbies
antikvarium.hu,Books_and_Literature
antikythera-mechanism.gr,Science
antimicrobialtestlaboratories.com,Science
antiochian.org,People_and_Society
antique-passion.blogspot.com.es,Recreation_and_Hobbies
antiquebooks.ru,Books_and_Literature
antiquedaredes.com.br,Business_and_Industry
antiquemoney.com,Shopping
antiquepowerland.com,Not_working
antiqueradio4.com,Not_working
antiqueradiorepairs.ca,Recreation_and_Hobbies
antiqueradios.org,Not_working
antiquestoves.us,Shopping
antiquity.ac.uk,People_and_Society
antisteam.ru,Internet_and_Telecom
antivirus-help.com,Computer_and_Electronics
antiwomen.ru,People_and_Society
antoloji.com,Books_and_Literature
antoniomachadoensoria.com,Books_and_Literature
antropologi.info,Not_working
antweb.org,Computer_and_Electronics
antz-tattoo.de,Beauty_and_Fitness
anumex.com,Shopping
anvelope.ro,Autos_and_Vehicles
anvisa.gov.br,Law_and_Government
anwalt-suchservice.de,Law_and_Government
anwalt.de,Not_working
anwaltssuche.de,Law_and_Government
anxietybc.com,Health
anxietycentre.com,Health
anxietynetwork.com,Books_and_Literature
anyanswers.net,Not_working
anype.com,Internet_and_Telecom
anysoldier.com,Home_and_Garden
anywho.com,Reference
anz.com,Finance
anz.com.au,Finance
anzhuoapk.com,Computer_and_Electronics
ao-pisa.toscana.it,Health
aoac.org,Science
aoc.gov,Law_and_Government
aofas.org,Health
aofoundation.org,Not_working
aoki-ai.com,Travel
aolucky.net,Not_working
aomin.org,People_and_Society
aonb.ru,Reference
aorc.fr,Business_and_Industry
aorn.org,Health
aoro.ro,Beauty_and_Fitness
aosabook.org,Computer_and_Electronics
aoyama-theater.jp,Not_working
ap.gov.in,Books_and_Literature
ap.wroc.pl,Reference
ap1.biz,Business_and_Industry
apabi.com,Computer_and_Electronics
apache.ie,Food_and_Drink
apajh.org,People_and_Society
apaonline.org,People_and_Society
apapracticecentral.org,Health
apart.pl,Not_working
apax.com,Business_and_Industry
apcofabrics.com,Shopping
apcu.com,Finance
apcw.org,Games
apelsin.kharkov.ua,Beauty_and_Fitness
apestan.com,Finance
apexawards.com,Internet_and_Telecom
apexbrasil.com.br,Business_and_Industry
apexcapitalcorp.com,Reference
apexlab.ru,Law_and_Government
apexmovement.com,Sports
apexmuseum.org,Reference
apexnc.org,Not_working
apexrentals.co.nz,Autos_and_Vehicles
apexvisas.com,Not_working
apexwebgaming.com,Games
apha.cz,People_and_Society
aphorismen-archiv.de,Reference
apiary.io,Computer_and_Electronics
apiasf.org,Career_and_Education
apic.org,Health
apiculture.com,Autos_and_Vehicles
apiesdescalzos.es,Not_working
apihc.com,Not_working
apiservices.com,Science
apk.tw,Not_working
apliiq.com,Arts_and_Entertainment
aplusbenefits.com,Business_and_Industry
aplusphysics.com,Science
apm-telescopes.de,Science
apmep.fr,Science
apnel.fr,Not_working
apo.org,Career_and_Education
apollo.se,Travel
apollohospitals.com,Health
apollopharmacy.in,Health
apologeticsindex.org,Reference
aporvino.com,Food_and_Drink
apostillasnotas.blogspot.com,Books_and_Literature
apostolou-ate.gr,Not_working
apotek1.no,Health
apotekhjartat.se,Health
apoteksgruppen.se,Health
apoteksinfo.nu,Beauty_and_Fitness
apotex.com,Health
apotheek.be,Autos_and_Vehicles
app.la,Not_working
appcan.cn,Not_working
appenzeller.ch,Food_and_Drink
appetitetheatre.com,Food_and_Drink
apple2dayspa.com,Beauty_and_Fitness
applesandsnakes.org,Books_and_Literature
appletonestate.com,Food_and_Drink
appletonmuseum.org,Reference
appliedmaterials.com,Business_and_Industry
apply2jobs.com,Business_and_Industry
appnana.com,Games
appnee.com,Not_working
appnexus.com,Internet_and_Telecom
appround32.com,Computer_and_Electronics
apps-srv.com,Not_working
appscase.com,Computer_and_Electronics
appservice.mobi,Not_working
appshooting.com.tw,Not_working
appshopper.com,Computer_and_Electronics
appslive.com,Health
aprendendoaexportar.gov.br,Law_and_Government
apress.com,Books_and_Literature
aprilia.com,Autos_and_Vehicles
apriliaforum.com,Not_working
aprilwayland.com,Books_and_Literature
aprima.com,Career_and_Education
apropergarden.net,Home_and_Garden
aprweb.org,Books_and_Literature
aps.com,Business_and_Industry
apsanet.org,Business_and_Industry
apsc.gov.au,Law_and_Government
apsel.jp,Not_working
apslaw.com,Law_and_Government
apt.ch,Finance
aptawelt.de,Not_working
aptcm.com,Health
apteachers.in,Career_and_Education
apteka24.ua,Health
aptekagemini.pl,Health
apteki.kiev.ua,Health
apuesta24.com,Gambling
apuestaslosases.com,Books_and_Literature
apulanta.fi,Food_and_Drink
aqsiq.gov.cn,Law_and_Government
aqua-aerobic.cz,Beauty_and_Fitness
aqua-reef.pl,Internet_and_Telecom
aqua2ch.net,Not_working
aquaboards.com,Not_working
aquacave.com,Not_working
aquacert.org,Computer_and_Electronics
aquafind.com,Business_and_Industry
aquahawk.us,Not_working
aquaport.ru,Pets_and_Animals
aquaria.se,Reference
aquariacentral.com,Internet_and_Telecom
aquariumplants.com,Pets_and_Animals
aquaticabyseaworld.com,Recreation_and_Hobbies
aquaticcommunity.com,Pets_and_Animals
aquaticplantcentral.com,Pets_and_Animals
aquaticquotient.com,Pets_and_Animals
aquatopia.be,Not_working
arab-api.org,Internet_and_Telecom
arab-one.com,Not_working
arabic-keyboard.org,Computer_and_Electronics
arabic-military.com,Not_working
arabicpoems.com,Books_and_Literature
arabidopsis.org,Not_working
arabio.ru,Not_working
arabische-tastatur.de,Computer_and_Electronics
arabook.com,Books_and_Literature
arabyauto.com,Not_working
araggroup.com,Not_working
aragontrack.com,Not_working
arahman.net,Law_and_Government
araihelmet-europe.com,Autos_and_Vehicles
aramark.cz,Food_and_Drink
aramark.de,Food_and_Drink
aramedia.com,Computer_and_Electronics
aramex.com,Business_and_Industry
arapacis.it,Reference
araratbank.am,Finance
araskargo.com.tr,Business_and_Industry
arb-silva.de,Computer_and_Electronics
arb.ru,Finance
arbeitsrecht.org,Career_and_Education
arbenefits.org,Law_and_Government
arber.de,Travel
arbetsformedlingen.se,Career_and_Education
arbhunters.co.uk,News_and_Media
arbicon.ru,Reference
arboga.se,Travel
arbonne.com,Beauty_and_Fitness
arboretum-skincare.com,Beauty_and_Fitness
arbredor.com,Books_and_Literature
arbuz.kz,Internet_and_Telecom
arc.gov.au,Law_and_Government
arc.sci.eg,Not_working
arca.am,Reference
arcaajans.com,News_and_Media
arcanic.dk,Career_and_Education
arcaonline.it,Not_working
archaeoastronomy.com,Science
archaeologica.org,Science
archaeology.co.uk,Science
archbishopofcanterbury.org,People_and_Society
archdaily.cn,Arts_and_Entertainment
archeage-wiki.ru,Not_working
archeage.jp,Beauty_and_Fitness
archermayor.com,Books_and_Literature
archery-forum.com,Internet_and_Telecom
archgo.com,Arts_and_Entertainment
archibaseplanet.com,Not_working
archidiecezja.lodz.pl,People_and_Society
archimedes-lab.org,Career_and_Education
archinform.net,Arts_and_Entertainment
archiportale.com,Arts_and_Entertainment
archirabat.com,Career_and_Education
architectes.org,Arts_and_Entertainment
architecturaldesigns.com,Not_working
architecturaldigest.com,Not_working
architecture.org,Business_and_Industry
architectureartdesigns.com,Arts_and_Entertainment
architecturelab.net,Arts_and_Entertainment
architecturendesign.net,Arts_and_Entertainment
architettiroma.it,Arts_and_Entertainment
architetturaecosostenibile.it,Not_working
architonic.com,Not_working
archivefast.com,Not_working
archives-aube.fr,Reference
archives-departementales.com,Reference
archives-francaises.fr,Reference
archives-loiret.com,Not_working
archives-lyon.fr,Reference
archives.bg,Reference
archives.go.jp,Reference
archives.gov.ua,Law_and_Government
archives.govt.nz,Law_and_Government
archives.sh.cn,Not_working
archives.tas.gov.au,Law_and_Government
archives13.fr,Not_working
archives16.fr,Reference
archives18.fr,Reference
archives32.fr,Reference
archives49.fr,Not_working
archives57.com,Business_and_Industry
archivesdemontreal.com,Not_working
archiveshub.ac.uk,Not_working
archivesnationales.gouv.ht,Reference
archivesrvr.com,Not_working
archivistes.org,Law_and_Government
archivsf.narod.ru,Reference
archiwistyka.pl,Not_working
archlinux.org,Computer_and_Electronics
archnet.org,Reference
archsummit.com,Not_working
archwired.com,Health
arclab.com,Computer_and_Electronics
arcol-rugby.com,Sports
arcpublications.co.uk,Books_and_Literature
arcsoft.com,Computer_and_Electronics
arda-cartes.net,Books_and_Literature
ardbeg.com,Food_and_Drink
ardent-peche.com,Sports
area-codes.com,Business_and_Industry
areabirra.it,Food_and_Drink
areaconnect.com,Computer_and_Electronics
areches-beaufort.com,Travel
arenafootball.com,Not_working
arenavalue.com,Games
arenazero.net,Games
arentfox.com,Law_and_Government
arf.net,Pets_and_Animals
argonautliquor.com,Food_and_Drink
argosoft.it,Internet_and_Telecom
argosycruises.com,Travel
argotea.com,Food_and_Drink
argus.rs,Travel
arguscarhire.com,Autos_and_Vehicles
arhangelskoe.su,Not_working
arhaus.com,Shopping
ariadne.ac.uk,Not_working
arianeb.com,Games
ariasalonspa.com,Beauty_and_Fitness
arielmotor.co.uk,Autos_and_Vehicles
arihantbooks.com,Books_and_Literature
ariom.ru,Not_working
arizonacustomknives.com,Not_working
arizonarugby.org,Sports
arizonasun.com,Recreation_and_Hobbies
arkansas.com,Finance
arkarts.com,Reference
arkat-usa.org,Business_and_Industry
arkenzoo.se,Not_working
arkib.gov.my,Law_and_Government
arkiplus.com,Not_working
arkrestaurants.com,Food_and_Drink
arl.org,Not_working
arla.com,News_and_Media
arlboston.org,Pets_and_Animals
arlenness.com,Autos_and_Vehicles
arlingtoncemetery.mil,Not_working
arlingtonpd.org,Law_and_Government
arm.com,Computer_and_Electronics
armada.mil.uy,Law_and_Government
armada.mil.ve,Law_and_Government
armageddonbooks.com,Books_and_Literature
armaghplanet.com,Science
armand-colin.com,Health
armedforces-int.com,Law_and_Government
armedforcesbowl.com,Not_working
armenian.name,Not_working
armeniantales.narod.ru,News_and_Media
armfootball.com,Sports
armg.jp,Shopping
armiarma.com,Books_and_Literature
armonianaturii.ro,Health
armor.kiev.ua,Law_and_Government
armorcast.com,Shopping
armoredpenguin.com,Games
armoric44.com,Adult
arms-expo.ru,Not_working
armscoop.com,Career_and_Education
armstrongeconomics.com,Finance
armstronglegal.com.au,Law_and_Government
armtek.ru,Autos_and_Vehicles
army.gov.au,Law_and_Government
army.gr,Law_and_Government
armycadets.com,Law_and_Government
armyofwomen.org,Not_working
arniesairsoft.co.uk,Recreation_and_Hobbies
arnika.org,Science
arokayasdk.com,Health
aromancereview.com,Books_and_Literature
aromaweb.com,Health
aronline.co.uk,Autos_and_Vehicles
around.com,Books_and_Literature
aroundme.com,Travel
arp-bolts.com,Autos_and_Vehicles
arp-hansen.dk,Travel
arpin.ir,Shopping
arpp-pub.org,Autos_and_Vehicles
arqa.com,Arts_and_Entertainment
arquebusiers.be,People_and_Society
arquimaster.com.ar,Arts_and_Entertainment
arquinauta.com,Business_and_Industry
arquitrave.com,Books_and_Literature
arrakis.co.uk,Books_and_Literature
arrayit.com,Business_and_Industry
arrow-tv.ru,Arts_and_Entertainment
arrow.it,Autos_and_Vehicles
arrowheadaddict.com,Sports
arrowheadpride.com,Sports
arrs.org,Health
arrse.co.uk,Internet_and_Telecom
ars-med.lv,Health
arsenal-bulgaria.com,Sports
arsenal-hkgooner.com,Sports
arsenal-tula.ru,Sports
arsenal.com.cn,Sports
arsenal.se,Sports
arsenalcu.org,News_and_Media
arsenalnewsreview.co.uk,News_and_Media
arsmachina.com,Not_working
arsvi.com,Not_working
art-4-home.com,Arts_and_Entertainment
art-pen.ru,Home_and_Garden
art-poemes.com,Books_and_Literature
artangela.com,Arts_and_Entertainment
artaseductiei.ro,People_and_Society
artbible.info,Arts_and_Entertainment
artbma.org,Reference
artbull.ru,Books_and_Literature
artefakt.ru,News_and_Media
artelotto.it,Gambling
artenocorpo.com,Beauty_and_Fitness
artepoetica.net,Reference
arteshopbilbao.com,Not_working
artesianwater.com,Business_and_Industry
arthritis.org,Health
arthritissupplies.com,Health
arthurslade.com,Books_and_Literature
artic.edu,Reference
articlesaz.com,Reference
articque.com,Computer_and_Electronics
artimondo.it,Not_working
artisansbank.com,Finance
artishok.co.il,News_and_Media
artistwebsites.com,Arts_and_Entertainment
artivity.gr,Arts_and_Entertainment
artmajeur.com,Arts_and_Entertainment
artnindia.com,Career_and_Education
artnovela.com.ar,Books_and_Literature
artofdrink.com,Food_and_Drink
artofeating.com,News_and_Media
artofwar.ru,Reference
artpal.com,Arts_and_Entertainment
artsbma.org,Not_working
artscluster.com,Not_working
artsennet.nl,Health
artsmia.org,Career_and_Education
artsonia.com,Reference
artsonje.org,Arts_and_Entertainment
arttowermito.or.jp,Arts_and_Entertainment
aruba.com,Travel
aruba.it,Internet_and_Telecom
arubabank.com,Finance
arup.com,Business_and_Industry
arusuvai.com,Food_and_Drink
arvalisinstitutduvegetal.fr,Science
arxangelo.info,News_and_Media
arxiudefolklore.cat,People_and_Society
aryanpour.com,Reference
asa.com,Sports
asa3.org,Science
asaecenter.org,Business_and_Industry
asahi-fh.com,Health
asahi-shuzo.co.jp,Food_and_Drink
asam.org,Health
asamblea.gob.ni,Law_and_Government
asanchalibros.com,Reference
asante.org,News_and_Media
asbestos.com,Health
asbmb.org,Science
asbweb.org,Internet_and_Telecom
ascelibrary.org,Not_working
ascendfcu.org,Finance
ascensionhealth.org,Health
ascentsoap.co.jp,Beauty_and_Fitness
ascom-standards.org,Science
ascopubs.org,Health
asdlib.org,Reference
asdreams.org,Health
ase.org,Not_working
asecc.com,Recreation_and_Hobbies
asekose.am,News_and_Media
asenseofbeauty.us,Beauty_and_Fitness
asenseofhumordriving.com,Autos_and_Vehicles
asepepa.com,Career_and_Education
asesp.com.uy,Health
aseveljet.net,Games
asfromania.ro,Not_working
ash.org.uk,Health
ashamaward.com,Books_and_Literature
asharimaturidiahlusunnah.wordpress.com,People_and_Society
asharqalarabi.org.uk,News_and_Media
ashbridgesvolleyball.com,Sports
ashidakim.com,Books_and_Literature
ashland.com,Business_and_Industry
ashleydirect.com,Not_working
ashleydw.github.io,Not_working
ashleymadison.co.kr,Not_working
asi.org,Science
asia.edu.tw,Career_and_Education
asiadivers.com,Sports
asianfanfics.com,Books_and_Literature
asianhandicap.com,Gambling
asianmetal.com,Business_and_Industry
asianpaints.com,Home_and_Garden
asiarx.com,Not_working
asifcu.org,Finance
asihablamos.com,Reference
asimenhk.com,Not_working
asindexing.org,People_and_Society
asis.org,Science
asistence.org,People_and_Society
asj.or.jp,Science
asja.org,Not_working
askadi-poker.com,Gambling
askamathematician.com,Science
askapatient.com,Health
askaribank.com.pk,Finance
askazki.ru,Not_working
askcat.ru,Pets_and_Animals
askdavetaylor.com,Reference
asked.kr,Not_working
askfred.net,News_and_Media
askgeta.com,Internet_and_Telecom
askgfk.com,Business_and_Industry
askjan.org,Career_and_Education
askjournal.ru,Not_working
askowen.info,Reference
askthebuilder.com,Not_working
askthepilot.com,Autos_and_Vehicles
askwaltstollmd.com,Career_and_Education
aslib.com,Career_and_Education
asmclk.com,Business_and_Industry
asmdc.org,Law_and_Government
asmespoirs-rugby.fr,Sports
asn-online.org,Health
asoc.org,Business_and_Industry
aspag.it,Health
aspell.net,Food_and_Drink
aspendentaljobs.com,Health
aspetjournals.org,Not_working
aspfaq.com,Computer_and_Electronics
asphaltgreen.org,Sports
aspies.de,Health
asprs.org,Business_and_Industry
aspyr.com,Games
asrai.org,Internet_and_Telecom
asrb.org.in,Science
asrm.org,Health
asroma.pl,Sports
asromastore.it,Law_and_Government
asrt.org,Health
assabile.com,People_and_Society
assemblea.cat,Law_and_Government
assembly.go.kr,Law_and_Government
assembly.org,Computer_and_Electronics
asset-alive.com,Not_working
assisted-living-directory.com,Not_working
assistedlivingtoday.com,Not_working
assistedseniorliving.net,Health
associateliving.com,Home_and_Garden
associations.gouv.fr,Law_and_Government
assodidatticamuseale.it,Sports
assurity.com,Finance
astafeev.ru,Books_and_Literature
astc.org,Science
astellas.com,Not_working
asthmaaustralia.org.au,Health
asthmanomore.blogspot.com,Health
astorp.se,Law_and_Government
astra-h.ru,Autos_and_Vehicles
astraclub.ro,Autos_and_Vehicles
astralpulse.com,Sports
astraownersclub.com,Autos_and_Vehicles
astratraining.ro,Beauty_and_Fitness
astro-online.ru,Gambling
astro-physics.com,Science
astro.it,Not_working
astro.org,Health
astroarts.co.jp,Arts_and_Entertainment
astrobio.net,Science
astrobiology.com,Science
astrobuysell.com,Not_working
astroclub.kiev.ua,Science
astrodex.ro,People_and_Society
astrograph.com,Law_and_Government
astrohk.cz,Science
astrojem.com,Science
astrolog.ru,Science
astrologi-og-horoskoper.dk,Science
astrology-online.ru,Science
astrologycom.com,Science
astrolook.com,People_and_Society
astrolords.ru,Not_working
astroma.net,People_and_Society
astromart.com,Science
astromystik.ru,People_and_Society
astron.ac.cn,Science
astronews.com,Finance
astronomics.com,Science
astronomy.ie,Science
astronomy.org,Science
astronomyboy.com,Science
astronomycentral.co.uk,Science
astronomyforum.net,Not_working
astronomynow.com,Science
astronomyonline.org,Science
astronomytower.org,Books_and_Literature
astropro.ru,People_and_Society
astrored.org,Science
astroseti.org,Not_working
astrosociety.org,Science
astrotreff.de,Internet_and_Telecom
astrouw.edu.pl,Career_and_Education
astun.com,Travel
asturias.com,Shopping
astutopoker.com,Gambling
astw.org.au,Gambling
astynomia.gr,Law_and_Government
asuaq.com,Internet_and_Telecom
asus.com.cn,Computer_and_Electronics
asusta2.com.ar,Arts_and_Entertainment
asz.nl,Health
ata.org,Health
ata.org.au,Science
ataf.net,Travel
atao-shop.jp,Shopping
ataonline.com,Games
ataonline.com.tr,News_and_Media
atasozlerianlamlari.com,Reference
atcc.org,Not_working
atdhe.mx,Gambling
atechmotorsports.com,Autos_and_Vehicles
ateism.ru,Beauty_and_Fitness
atelier-des-sens.com,Food_and_Drink
atelierimage.co.jp,Not_working
ateneum.fi,Arts_and_Entertainment
aternos.org,Not_working
atfcu.org,Finance
atg.se,Gambling
atheist-experience.com,People_and_Society
atheists.org,People_and_Society
athena-verlag.de,Books_and_Literature
athenamillennium.it,Science
athensclarkecounty.com,Law_and_Government
athenspersonalfitness.com,News_and_Media
athletexchange.com,Sports
athletics.com.au,Sports
athloncarlease.com,Autos_and_Vehicles
athome.co.jp,Business_and_Industry
athuman.jp,Not_working
atik-cameras.com,Arts_and_Entertainment
atimemachine.com,Beauty_and_Fitness
atis.cz,Travel
atk.com,Not_working
atkins.com,Not_working
atlant-mo.ru,Sports
atlant-motors.ru,Autos_and_Vehicles
atlanta.com,Travel
atlantabread.com,Food_and_Drink
atlantafalcons.com,Sports
atlantahistorycenter.com,Reference
atlantatoyota.com,Career_and_Education
atlantic10.com,News_and_Media
atlanticcigar.com,Recreation_and_Hobbies
atlanticfirearms.com,Recreation_and_Hobbies
atlantichockey.org,Sports
atlanticstation.com,Food_and_Drink
atlantictraining.com,Career_and_Education
atlantiscasino.com,Gambling
atlantiscasinoparties.com,Not_working
atlantisevents.com,Not_working
atlantishairtransplant.com,Beauty_and_Fitness
atlapedia.com,Reference
atlas.com.pl,Business_and_Industry
atlaschoice.com,Autos_and_Vehicles
atlasescolar.com.ar,Reference
atlasoftheuniverse.com,Science
atlaspilates.com,Beauty_and_Fitness
atlassian.net,Not_working
atletika.lv,Beauty_and_Fitness
atlib.ru,Autos_and_Vehicles
atlogis.com,Science
atmarkit.co.jp,Not_working
atmentalhealth.jp,Health
atmine.com,Home_and_Garden
atmos-chem-phys.net,Not_working
atmospherejs.com,Internet_and_Telecom
atomhamster.com,Not_working
atomikclimbingholds.com,Not_working
atominfo.ru,News_and_Media
aton-line.ru,Finance
atoutconso.com,Shopping
atoz2u.com,Shopping
atpflightschool.com,Not_working
atpweb.org,Science
atree.org,Science
atria.fi,Food_and_Drink
atriushealth.org,Health
attac.org,Not_working
attali.com,Finance
atthemeadow.com,Food_and_Drink
attitash.com,Recreation_and_Hobbies
attorneygeneral.gov,Law_and_Government
attotron.com,Science
atv.az,Gambling
atv.pe,Career_and_Education
atvidabergsff.se,Sports
atvpolska.pl,Sports
atyarisibilgi.blogspot.com,Business_and_Industry
aua.am,Career_and_Education
aubrey-organics.com,Business_and_Industry
aubry.free.fr,Not_working
auburnalabama.org,Law_and_Government
auburntoyota.com,Autos_and_Vehicles
aucd.org,Not_working
aucklandcity.govt.nz,Law_and_Government
aucklandmuseum.com,Reference
auction123.com,Not_working
auctionexport.com,Autos_and_Vehicles
auctionsolutions.com,Not_working
audensociety.org,People_and_Society
audi-bel.com,Autos_and_Vehicles
audi-sport.net,Autos_and_Vehicles
audi.com.mx,Autos_and_Vehicles
audi.fi,Autos_and_Vehicles
audi.hu,Autos_and_Vehicles
audi.ro,Autos_and_Vehicles
audi.se,Autos_and_Vehicles
audiclubthailand.com,Autos_and_Vehicles
audiobooksforfree.com,Beauty_and_Fitness
audiodharma.org,People_and_Society
audioteka.pl,Not_working
audioveda.ru,People_and_Society
audioz.eu,Arts_and_Entertainment
audipiter.ru,Autos_and_Vehicles
audisrs.com,Internet_and_Telecom
auditoriaswireless.net,Books_and_Literature
auf.org,Career_and_Education
auf.org.uy,Sports
auge-online.de,Health
augustaga.gov,Law_and_Government
augustinecasino.com,Gambling
augustins.org,Reference
aula.ro,Books_and_Literature
auntieannes.com,Food_and_Drink
aura.ge,News_and_Media
auraresearch.com,Beauty_and_Fitness
auravita.com,Shopping
aurealis.com.au,Books_and_Literature
aureliospizza.com,Food_and_Drink
auroragov.org,Law_and_Government
ausa.org,Not_working
ausetute.com.au,Career_and_Education
ausfish.com.au,Internet_and_Telecom
ausjeepoffroad.com,Internet_and_Telecom
ausmena.lv,Food_and_Drink
auspost.com.au,Business_and_Industry
ausrad.com,Health
aussie-driver.com,Autos_and_Vehicles
aussieexotics.com,Autos_and_Vehicles
aussiefoodshop.com,Food_and_Drink
aussiehousesitters.com.au,Business_and_Industry
aussiestockforums.com,Finance
austin-day-spa.com,Beauty_and_Fitness
austinhomebrew.com,Food_and_Drink
austininfiniti.com,Autos_and_Vehicles
austinkayak.com,Sports
austinregionalclinic.com,Health
austinslam.com,Arts_and_Entertainment
austinspark.com,Recreation_and_Hobbies
austintexas.gov,Law_and_Government
austms.org.au,News_and_Media
austmus.gov.au,Reference
australia-migration.com,Law_and_Government
australia.com,Travel
australianhumanitiesreview.org,News_and_Media
australianminesatlas.gov.au,Business_and_Industry
australianunity.com.au,Not_working
australiazoo.com.au,Pets_and_Animals
australsalon.com,Beauty_and_Fitness
austrianmap.at,Reference
austriansoccerboard.at,Internet_and_Telecom
auteco.com.co,Autos_and_Vehicles
author-network.com,Computer_and_Electronics
authorkarenkelley.com,Books_and_Literature
authors.org.nz,Not_working
authorsden.com,Books_and_Literature
authorsontheweb.com,Not_working
authorsregistry.org,Business_and_Industry
authoryellowpages.com,Books_and_Literature
autism.com,Health
auto-data.net,Autos_and_Vehicles
auto-download.com,Not_working
auto-innovations.com,Autos_and_Vehicles
auto-moto.com,Autos_and_Vehicles
auto-motor-i-sport.pl,Computer_and_Electronics
auto-papa.ru,Autos_and_Vehicles
auto-price-saver.com,Autos_and_Vehicles
auto-roundup.com,Autos_and_Vehicles
auto-wave.co.jp,Autos_and_Vehicles
auto.163.com,Law_and_Government
auto.am,Autos_and_Vehicles
auto.blog.rs,Autos_and_Vehicles
auto.co.il,Autos_and_Vehicles
auto.daum.net,Not_working
auto.ferrari.com,Not_working
auto.howstuffworks.com,Autos_and_Vehicles
auto.ifeng.com,Autos_and_Vehicles
auto.lt,Travel
auto.naver.com,Not_working
auto.people.com.cn,Not_working
auto.pl,Autos_and_Vehicles
auto.qq.com,Not_working
auto.sina.com.cn,Not_working
auto.tom.com,Not_working
auto.yandex.ua,Autos_and_Vehicles
autoalert.com,Computer_and_Electronics
autoalkatresz.hu,Autos_and_Vehicles
autoban.by,Autos_and_Vehicles
autobase.com,Autos_and_Vehicles
autobazar.eu,Autos_and_Vehicles
autobodystore.com,Autos_and_Vehicles
autobonus.lt,Autos_and_Vehicles
autocarinsider.com,Not_working
autoclubmutua.es,Autos_and_Vehicles
autocom.dk,Autos_and_Vehicles
autocontrole.be,Not_working
autocosmos.com.mx,Autos_and_Vehicles
autoddl.com,Internet_and_Telecom
autodeclics.com,Autos_and_Vehicles
autodesk.fr,Computer_and_Electronics
autodvdgps.com,Shopping
autoeducation.com,Autos_and_Vehicles
autoescape.com,Autos_and_Vehicles
autoeurope.fr,Autos_and_Vehicles
autoeurope.it,Autos_and_Vehicles
autoextremist.com,Autos_and_Vehicles
autofoco.com,Internet_and_Telecom
autoganza.com,Not_working
autogeek.net,Autos_and_Vehicles
autohausaz.com,Autos_and_Vehicles
autohrvatska.hr,Autos_and_Vehicles
